baseline,,orange_1,,blue_1,,green_1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
452,-0.01724817418,452,0.1373032331,452,0.0007033992442,452,0.01270964276,
451,-0.01727066189,451,0.1300706863,451,0.0006432246882,451,0.01367003378,
450,-0.01723996364,450,0.1227561757,450,0.0006642757799,450,0.01451610588,
449,-0.01728544012,449,0.1155305654,449,0.0007138483343,449,0.01535549015,
448,-0.0172388684,448,0.1086318195,448,0.0009114688728,448,0.01606101729,
447,-0.01730180718,447,0.1018757448,447,0.001064284355,447,0.01657407358,
446,-0.01726638339,446,0.09560830891,446,0.001283041784,446,0.01703919284,
445,-0.01727588661,445,0.08971697837,445,0.001622998621,445,0.01736056991,
444,-0.01728449389,444,0.08427228779,444,0.001955186948,444,0.01754664257,
443,-0.01731061377,443,0.07945162058,443,0.002345533809,443,0.01767938025,
442,-0.01728484221,442,0.07488661259,442,0.002759494819,442,0.01757437736,
441,-0.0172846429,441,0.0708931759,441,0.003224362619,441,0.01746670716,
440,-0.01724085957,440,0.06718081236,440,0.003807120724,440,0.0173099488,
439,-0.01726548746,439,0.06389570236,439,0.004350577015,439,0.01710259914,
438,-0.01727504097,438,0.06093130633,438,0.00491427118,438,0.01674686745,
437,-0.01726051234,437,0.05820296332,437,0.005449023563,437,0.01654217951,
436,-0.01722424105,436,0.05575013161,436,0.005981076043,436,0.01635489799,
435,-0.0172576271,435,0.0535438396,435,0.006426838692,435,0.01617051661,
434,-0.01727484167,434,0.05142029002,434,0.006851600017,434,0.01608538069,
433,-0.01727499068,433,0.04940205067,433,0.007220633328,433,0.0161389485,
432,-0.01730509102,432,0.04743871093,432,0.007593562827,432,0.01629767381,
431,-0.01726513915,431,0.04556486756,431,0.007824569009,431,0.01656987704,
430,-0.01726280153,430,0.04360061139,430,0.00802292116,430,0.01695044152,
429,-0.01729921997,429,0.04167930782,429,0.008200550452,429,0.01748344116,
428,-0.01735916547,428,0.03963108361,428,0.008382501081,428,0.0181588307,
427,-0.01726160757,427,0.03761779517,427,0.008533850312,427,0.01888585463,
426,-0.01729300059,426,0.0355325155,426,0.008696264587,426,0.01969567686,
425,-0.0173193682,425,0.03353017941,425,0.009020166472,425,0.02065702714,
424,-0.01727922074,424,0.0315214172,424,0.009328387678,424,0.02156218141,
423,-0.01730514131,423,0.02948766015,423,0.009903244674,423,0.02253577299,
422,-0.01730364747,422,0.02763543464,422,0.01049397979,422,0.02347463742,
421,-0.01728658378,421,0.02584016696,421,0.01136329584,421,0.02449470758,
420,-0.01728076302,420,0.02415347844,420,0.01238835882,420,0.02545464598,
419,-0.01726941951,419,0.02258054353,419,0.01365307067,419,0.02628757246,
418,-0.01727120951,418,0.02114450745,418,0.01492927223,418,0.02701531537,
417,-0.01723881997,417,0.01985925809,417,0.01649872586,417,0.02776177227,
416,-0.01728121005,416,0.01865691692,416,0.01821999811,416,0.02826304361,
415,-0.01728374697,415,0.01755346172,415,0.0201023072,415,0.02874155156,
414,-0.01722742431,414,0.0165768154,414,0.02189617977,414,0.02915284038,
413,-0.01722205058,413,0.01569086686,413,0.02377481014,413,0.02941472083,
412,-0.01720577851,412,0.01496043149,412,0.02558801137,412,0.02948840894,
411,-0.01722802222,411,0.01423098333,411,0.0273411572,411,0.02954855934,
410,-0.01726688072,410,0.01357446238,410,0.02889800817,410,0.02942926437,
409,-0.01724071056,409,0.01294472069,409,0.03030821495,409,0.02930709161,
408,-0.01723369397,408,0.01232643705,408,0.03137055412,408,0.02908410877,
407,-0.01725364663,407,0.01183454413,407,0.03226236999,407,0.02870100923,
406,-0.01721205004,406,0.01140690316,406,0.03275973722,406,0.0284300521,
405,-0.0172761362,405,0.01101387944,405,0.03319116682,405,0.02809651569,
404,-0.01728474349,404,0.01053296495,404,0.03326804191,404,0.02784114331,
403,-0.01726832427,403,0.01017374732,403,0.03315520659,403,0.02741937526,
402,-0.01724125817,402,0.009849593975,402,0.0328720212,402,0.02698308602,
401,-0.01730693132,401,0.00959898252,401,0.03251739591,401,0.02671105042,
400,-0.01743835025,400,0.009352932684,400,0.03207166865,400,0.02636362053,
399,-0.01732210442,399,0.00915902108,399,0.03168277815,399,0.02601069584,
398,-0.01742760651,398,0.009096500464,398,0.03142990917,398,0.02564542741,
397,-0.01744556054,397,0.009056481533,397,0.03134364635,397,0.02543493733,
396,-0.01743034273,396,0.009215231985,396,0.03146861866,396,0.02514011785,
395,-0.01744919084,395,0.009209044278,395,0.03185096756,395,0.0248997435,
394,-0.01752726547,394,0.009368537925,394,0.03248927742,394,0.02464259975,
393,-0.01750160754,393,0.009599722922,393,0.03338227794,393,0.02441800013,
392,-0.01758951508,392,0.00987938419,392,0.03455836326,392,0.02425805666,
391,-0.01766676828,391,0.01012332179,391,0.03590425849,391,0.02394649945,
390,-0.01770916767,390,0.01039533969,390,0.03737789392,390,0.02373478189,
389,-0.01770126447,389,0.01062702015,389,0.03898414969,389,0.0235771127,
388,-0.01776522957,388,0.01088483445,388,0.04054015502,388,0.02335727029,
387,-0.01789188758,387,0.01104045752,387,0.04211213812,387,0.02310191095,
386,-0.01794360392,386,0.01125701983,386,0.04355181754,386,0.02284170873,
385,-0.01790545136,385,0.0114514716,385,0.04485611245,385,0.02262692899,
384,-0.01804478467,384,0.01165427919,384,0.04604084417,384,0.02242198586,
383,-0.01813774742,383,0.01180374157,383,0.04702286795,383,0.02217335813,
382,-0.01818690076,382,0.01196967158,382,0.04781636968,382,0.02183108963,
381,-0.01822011545,381,0.0122047225,381,0.04848184064,381,0.02155497111,
380,-0.01831998862,380,0.01265593618,380,0.04901704192,380,0.02122996189,
379,-0.01827700436,379,0.01310980786,379,0.04941548035,379,0.02093512751,
378,-0.0184073355,378,0.0137848109,378,0.04958412051,378,0.02052215487,
377,-0.01837006584,377,0.01464216411,377,0.04992415756,377,0.02026867308,
376,-0.01846028119,376,0.01549257617,376,0.05000378937,376,0.01995654777,
375,-0.01850170828,375,0.01660048217,375,0.05005924031,375,0.01969169453,
374,-0.01857939549,374,0.01791206561,374,0.05006069317,374,0.01943742484,
373,-0.01867502183,373,0.01926856302,373,0.0499756746,373,0.01927557215,
372,-0.01867085509,372,0.02077562176,372,0.04959459603,372,0.01920191944,
371,-0.01866892166,371,0.02231746539,371,0.04900284111,371,0.01912373304,
370,-0.01880275272,370,0.02401978523,370,0.04826458916,370,0.01926826499,
369,-0.01877989806,369,0.02551800199,369,0.04722356796,369,0.01930699125,
368,-0.01886204444,368,0.02698636428,368,0.04620449618,368,0.01949341223,
367,-0.0189702455,367,0.02837146446,367,0.04496117309,367,0.01978255436,
366,-0.01913514733,366,0.0295330435,366,0.04369295016,366,0.01997790672,
365,-0.01921480149,365,0.03050602973,365,0.04243809357,365,0.02017874271,
364,-0.01926670782,364,0.03102543764,364,0.04125943035,364,0.02040897496,
363,-0.01936376654,363,0.03151028603,363,0.0401972495,363,0.02074567042,
362,-0.01943288185,362,0.03176270053,362,0.03925772384,362,0.02102901787,
361,-0.01960765384,361,0.03198670223,361,0.03840590268,361,0.02134955488,
360,-0.01967529766,360,0.03203034028,360,0.03774983808,360,0.02160603553,
359,-0.01974614523,359,0.03221179172,359,0.03724570945,359,0.0219946336,
358,-0.01981564611,358,0.03250054643,358,0.03676822409,358,0.02233316191,
357,-0.01989700459,357,0.03318560869,357,0.03658251837,357,0.02263156511,
356,-0.01989710331,356,0.03389346972,356,0.0362457037,356,0.0227483809,
355,-0.02010535263,355,0.03508901224,355,0.03618335351,355,0.02306685969,
354,-0.02015285194,354,0.0367911309,354,0.03608163074,354,0.02325118706,
353,-0.02024180628,353,0.03872537985,353,0.03603094444,353,0.02360078134,
352,-0.02025529556,352,0.04098502174,352,0.03591367975,352,0.02394447662,
351,-0.02037169784,351,0.0437190868,351,0.03589163348,351,0.02437334135,
350,-0.02037263475,350,0.04638407752,350,0.03599992394,350,0.02486610971,
349,-0.01333037484,349,0.0386152789,349,0.02870424464,349,0.02669847012,
348,-0.01332409866,348,0.04160964489,348,0.02873837203,348,0.02729302645,
347,-0.01317219343,347,0.04465064779,347,0.02881105989,347,0.02798871696,
346,-0.01371388696,346,0.04743899778,346,0.02895428613,346,0.02868585475,
345,-0.01387954224,345,0.05029977113,345,0.02883429639,345,0.02925323322,
344,-0.01388019416,344,0.05305272713,344,0.02899690159,344,0.02969593927,
343,-0.01393720321,343,0.05559381843,343,0.02922490612,343,0.03052832931,
342,-0.01430705655,342,0.05895318836,342,0.02907768823,342,0.03126761317,
341,-0.01450528391,341,0.06250375509,341,0.02975950018,341,0.03211060539,
340,-0.01461182255,340,0.06602863967,340,0.0297242403,340,0.03304173425,
339,-0.01496564597,339,0.06950936466,339,0.02962434851,339,0.03404770419,
338,-0.01527979691,338,0.07337851822,338,0.02949475311,338,0.034839876,
337,-0.01518157125,337,0.07745330036,337,0.02981106564,337,0.03622736037,
336,-0.01547972951,336,0.08116044104,336,0.02979115956,336,0.03757802397,
335,-0.0158800669,335,0.08480581641,335,0.03021612763,335,0.03914714605,
334,-0.01585496031,334,0.08806023002,334,0.03038896807,334,0.04096869379,
333,-0.01599949226,333,0.09105694294,333,0.0304240603,333,0.04310282692,
332,-0.01611299813,332,0.09335851669,332,0.03076008521,332,0.04517408088,
331,-0.01634286344,331,0.09536191076,331,0.03116302751,331,0.04734747857,
330,-0.0166208446,330,0.09656990319,330,0.03134929389,330,0.04934343696,
329,-0.01672003977,329,0.09775435179,329,0.03158187866,329,0.05161058158,
328,-0.01703909785,328,0.09884703159,328,0.03196496889,328,0.05329415947,
327,-0.01738582738,327,0.09955199063,327,0.03211835399,327,0.05424604565,
326,-0.01753880084,326,0.1003342047,326,0.03255866095,326,0.05522591621,
325,-0.01788905635,325,0.100985691,325,0.0328162387,325,0.05572552606,
324,-0.0180525817,324,0.1017485783,324,0.03296367079,324,0.05573603511,
323,-0.01822795905,323,0.1025753766,323,0.03323733062,323,0.05591003224,
322,-0.01866951585,322,0.1027646363,322,0.03351647779,322,0.05574665964,
321,-0.01864218898,321,0.1032335907,321,0.03342901915,321,0.0556945391,
320,-0.01900310256,320,0.102740109,320,0.03350842372,320,0.05587967858,
319,-0.01924338005,319,0.1018808186,319,0.03369097412,319,0.05571434274,
318,-0.01946872286,318,0.1005240604,318,0.03326144814,318,0.05504857749,
317,-0.01987875625,317,0.09865303338,317,0.03281218931,317,0.05502885953,
316,-0.02003065683,316,0.09677134454,316,0.03233548254,316,0.05395020545,
315,-0.02041536383,315,0.09433813393,315,0.03154351935,315,0.05320921168,
314,-0.02053103037,314,0.09169890732,314,0.03093764558,314,0.05186177418,
313,-0.02087286301,313,0.08892723918,313,0.03012206033,313,0.05052656308,
312,-0.02119317465,312,0.08566634357,312,0.02935661003,312,0.04930422828,
311,-0.02136452869,311,0.08259559423,311,0.02859449759,311,0.04791530222,
310,-0.02163768932,310,0.07944198698,310,0.02790664136,310,0.04654811695,
309,-0.02199700847,309,0.07620090246,309,0.02718859538,309,0.04513826221,
308,-0.02223179862,308,0.07275222242,308,0.02664829232,308,0.04403160885,
307,-0.02243829146,307,0.06937456876,307,0.02600852586,307,0.04288822412,
306,-0.02278412879,306,0.06605470926,306,0.02569071203,306,0.04184166342,
305,-0.02292936854,305,0.06264758855,305,0.02523428947,305,0.04094946384,
304,-0.02322785184,304,0.05945787951,304,0.02520512789,304,0.0402985774,
303,-0.02342160791,303,0.05639563501,303,0.02508016117,303,0.03944293037,
302,-0.02374230139,302,0.05313106254,302,0.02488329634,302,0.03885521367,
301,-0.02391716093,301,0.05054357275,301,0.02490358241,301,0.03836761415,
300,-0.02416702732,300,0.04809087887,300,0.02486605383,300,0.03781032562,
299,-0.02440657094,299,0.04619378597,299,0.02459087595,299,0.03730745241,
298,-0.02457480319,298,0.04429636896,298,0.0239411667,298,0.03704310954,
297,-0.02457348257,297,0.04356761649,297,0.02326708101,297,0.0370930396,
296,-0.02485103719,296,0.04312198237,296,0.02262182906,296,0.03731695935,
295,-0.02480214089,295,0.043110203,295,0.02191017196,295,0.03757398576,
294,-0.02497657388,294,0.0433591567,294,0.02135151252,294,0.03828565031,
293,-0.02480272762,293,0.04396950454,293,0.02096500993,293,0.03884867579,
292,-0.02470760979,292,0.04486176372,292,0.02062681317,292,0.04000944644,
291,-0.02469191141,291,0.04544574395,291,0.02067475393,291,0.04095481336,
290,-0.0246961657,290,0.04599266872,290,0.02077974752,290,0.04204463214,
289,-0.0247547552,289,0.04618298635,289,0.0210618414,289,0.04336573556,
288,-0.0246118363,288,0.04630346224,288,0.0214993991,288,0.04466941208,
287,-0.02477465943,287,0.04602809623,287,0.02202616818,287,0.04619916901,
286,-0.02494861558,286,0.04576477781,286,0.02285938896,286,0.04807271808,
285,-0.02500560693,285,0.04532398656,285,0.02347116731,285,0.05033188686,
284,-0.02510090359,284,0.045366887,284,0.02456279844,284,0.05293410644,
283,-0.0253041815,283,0.0455365479,283,0.0255208835,283,0.05615992472,
282,-0.02554256096,282,0.04601131752,282,0.02610173263,282,0.0599456504,
281,-0.02561314031,281,0.04644756764,281,0.02666023746,281,0.06424866617,
280,-0.02575334162,280,0.04639666528,280,0.02686782368,280,0.06909771264,
279,-0.02600025199,279,0.04626464471,279,0.0269719027,279,0.07391346246,
278,-0.02637430094,278,0.04579265043,278,0.02696234547,278,0.07865514606,
277,-0.02651951462,277,0.04480594024,277,0.02756264061,277,0.08278379589,
276,-0.02661189809,276,0.04380153865,276,0.02821563929,276,0.08570304513,
275,-0.02681300975,275,0.04279094189,275,0.02970921621,275,0.08723241091,
274,-0.02687443048,274,0.0418584533,274,0.03140138462,274,0.08730083704,
273,-0.02692581899,273,0.04175875336,273,0.0332278572,273,0.08594604582,
272,-0.02711875923,272,0.04202258587,272,0.03523053601,272,0.08371198177,
271,-0.02730432153,271,0.0423880592,271,0.03693890199,271,0.08128087968,
270,-0.02724549174,270,0.04373712093,270,0.03847485408,270,0.07861910015,
269,-0.02741666138,269,0.04541680217,269,0.03991113603,269,0.07673451304,
268,-0.02759966813,268,0.04772861302,268,0.04136405513,268,0.07505116612,
267,-0.02783412114,267,0.05084440485,267,0.04321627691,267,0.07417316735,
266,-0.02783936448,266,0.05397362635,266,0.04597073793,266,0.07373712957,
265,-0.02798146941,265,0.05671898276,265,0.04942540079,265,0.07401259989,
264,-0.02787107229,264,0.05884166062,264,0.05379802734,264,0.07463690639,
263,-0.02799185738,263,0.06008769572,263,0.05910128355,263,0.07595910132,
262,-0.0280483067,262,0.06081644073,262,0.06532046944,262,0.07770438492,
261,-0.02824361064,261,0.06180801243,261,0.07206334919,261,0.08018703759,
260,-0.02831874974,260,0.06377246231,260,0.07969596982,260,0.08313787729,
259,-0.02838543802,259,0.06677480042,259,0.08786193281,259,0.08616064489,
258,-0.028548209,258,0.07100729644,258,0.09641176462,258,0.08937998116,
257,-0.02816622704,257,0.07664822042,257,0.1051700041,257,0.09253384173,
256,-0.02820814773,256,0.0825580284,256,0.1138267219,256,0.0956415385,
255,-0.02801102959,255,0.08876337856,255,0.1219008788,255,0.09872175008,
254,-0.02794501372,254,0.09511651844,254,0.1292492896,254,0.1018322483,
253,-0.02767744474,253,0.1017138585,253,0.1360595673,253,0.1054361537,
252,-0.0276181791,252,0.1090089232,252,0.1419487745,252,0.1096673012,
251,-0.0270667132,251,0.1173806414,251,0.1480663866,251,0.1144107133,
250,-0.02692426182,250,0.1270414144,250,0.154957667,250,0.1204228327,
249,-0.02630857006,249,0.1381340772,249,0.1631193906,249,0.1271702349,
248,-0.02577095479,248,0.1501872689,248,0.1730021089,248,0.1355294883,
247,-0.02525313944,247,0.1633497626,247,0.1845315248,247,0.1447554231,
246,-0.02446412295,246,0.177378118,246,0.1975324601,246,0.1555210054,
245,-0.02370705642,245,0.1937278658,245,0.2118019313,245,0.1683220863,
244,-0.0229139477,244,0.2130345702,244,0.2275432348,244,0.1842144728,
243,-0.02188852429,243,0.2349107265,243,0.2441984117,243,0.2033849061,
242,-0.02067263424,242,0.2592676282,242,0.2615945935,242,0.2264875472,
241,-0.01931662671,241,0.283696264,241,0.2787443399,241,0.2511467934,
240,-0.01769654267,240,0.3073808849,240,0.2942965627,240,0.2745851874,
239,-0.01593461819,239,0.3299686313,239,0.3070586622,239,0.2932399511,
238,-0.01362423692,238,0.3517722189,238,0.3172703385,238,0.3071973324,
237,-0.01113667246,237,0.3734278977,237,0.3253238797,237,0.3182350397,
236,-0.007819686085,236,0.3955230415,236,0.3329532444,236,0.3286757767,
235,-0.003873850219,235,0.4206838906,235,0.3408930302,235,0.3391529918,
234,0.001129759941,234,0.4492047131,234,0.3495139182,234,0.3489920199,
233,0.00711539248,233,0.4807639122,233,0.357717365,233,0.3567343354,
232,0.01294381358,232,0.5117754936,232,0.3650544882,232,0.3628059328,
231,0.01758332737,231,0.5389969945,231,0.3701610267,231,0.3668363392,
230,0.02170736343,230,0.561357677,230,0.3742209077,230,0.3700540066,
229,0.0257739611,229,0.5786991715,229,0.3776421249,229,0.3728173077,
228,0.02971123904,228,0.5926104784,228,0.3809638619,228,0.3754743934,
227,0.03403583542,227,0.6022858024,227,0.3854962587,227,0.3780442476,
226,0.03775954992,226,0.6083030701,226,0.3905496299,226,0.380679816,
225,0.04063696042,225,0.6088283062,225,0.3950323462,225,0.382191062,
224,0.04260116071,224,0.6035164595,224,0.4000989497,224,0.3837389052,
223,0.04459697381,223,0.5953998566,223,0.404584676,223,0.3853444755,
222,0.045400884,222,0.584679842,222,0.4107703567,222,0.3869920373,
221,0.0469029136,221,0.5716216564,221,0.4183656871,221,0.3887727559,
220,0.04912105948,220,0.5593878031,220,0.4257080257,220,0.3903788626,
219,0.04928491637,219,0.546176672,219,0.4331667423,219,0.3914641142,
218,0.04915033653,218,0.5310842991,218,0.4402185082,218,0.3939198852,
217,0.05242475867,217,0.5186981559,217,0.4451328218,217,0.3950387537,
216,0.0512455143,216,0.5058705211,216,0.4505895972,216,0.3984056115,
215,0.05240130424,215,0.4954714179,215,0.451924473,215,0.3992192745,
214,0.05415718257,214,0.4823022187,214,0.4523279667,214,0.3978298604,
213,0.05498872697,213,0.485019207,213,0.4492906332,213,0.3985010982,
212,0.05852164701,212,0.4700080156,212,0.4498466253,212,0.4015731514,
211,0.05979138613,211,0.444604367,211,0.4247449338,211,0.406865418,
210,0.05383145809,210,0.4353095293,210,0.3986500502,210,0.3774544001,
209,0.05261157826,209,0.3773641288,209,0.3624782264,209,0.3252581954,
208,0.1129267067,208,0.30438146,208,0.2997247577,208,0.3584317863,
207,0.05757572129,207,0.1970559508,207,0.1961211115,207,0.3199539483,
206,-0.07208323479,206,0.2382048368,206,0.1297986358,206,0.008774946444,
205,-0.006046148948,205,0.06852353364,205,-0.02691306919,205,-0.1535150111,
204,-0.05078158528,204,0.06491712481,204,-0.01179655734,204,0.001026373822,
203,-0.0145271644,203,0.09048902988,203,0.0005548835616,203,0.02317863144,
202,0.01060717832,202,0.06291383505,202,0.1167429239,202,0.07030967623,
201,-0.05024950951,201,0.06261840463,201,-0.1605605185,201,0.04827807099,
200,0.04898498952,200,-0.1569036096,200,-0.09081958979,200,-0.1658070683,

baseline,
baseline
Collection Time: 1/28/2025 3:22:41 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 5000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 1/28/2025 3:18:34 PM
Method Modifications:
ConcentrationReportSelected Changed: 1/28/2025 3:18:35 PM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 1/28/2025 3:18:35 PM, Old:ON, New:Choice 0
MCAReportSelected Changed: 1/28/2025 3:18:35 PM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 1/28/2025 3:18:35 PM, Old:ON, New:Choice 0
Saved as C:\Users\ChemLab\Documents\CHEM542L\Polyenes\Spring 2025\test_run_2.BSW
End Method Modifications
<Current Wavelength> , 200.000
<SBW (nm)> , 2.00
<Energy> , 5754.40
<Slit Height> , Full

orange_1,
orange_1
Collection Time: 1/28/2025 3:28:02 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 5000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 1/28/2025 3:18:34 PM
Method Modifications:
ConcentrationReportSelected Changed: 1/28/2025 3:18:35 PM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 1/28/2025 3:18:35 PM, Old:ON, New:Choice 0
MCAReportSelected Changed: 1/28/2025 3:18:35 PM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 1/28/2025 3:18:35 PM, Old:ON, New:Choice 0
Saved as C:\Users\ChemLab\Documents\CHEM542L\Polyenes\Spring 2025\test_run_2.BSW
End Method Modifications
<Current Wavelength> , 200.000
<SBW (nm)> , 2.00
<Energy> , 5754.40
<Slit Height> , Full

blue_1,
blue_1
Collection Time: 1/28/2025 3:35:10 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 5000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 1/28/2025 3:18:34 PM
Method Modifications:
ConcentrationReportSelected Changed: 1/28/2025 3:18:35 PM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 1/28/2025 3:18:35 PM, Old:ON, New:Choice 0
MCAReportSelected Changed: 1/28/2025 3:18:35 PM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 1/28/2025 3:18:35 PM, Old:ON, New:Choice 0
Saved as C:\Users\ChemLab\Documents\CHEM542L\Polyenes\Spring 2025\test_run_2.BSW
End Method Modifications
<Current Wavelength> , 200.000
<SBW (nm)> , 2.00
<Energy> , 5754.40
<Slit Height> , Full

green_1,
green_1
Collection Time: 1/28/2025 3:41:36 PM
Operator Name  :
Scan Version 6.4.0.1610
Parameter List :
Instrument  Cary 5000
Instrument Version  3.07
Method Log     :
Method Name    :
Date/Time stamp: 1/28/2025 3:18:34 PM
Method Modifications:
ConcentrationReportSelected Changed: 1/28/2025 3:18:35 PM, Old:Choice 0, New:Choice 1
ConcentrationReportSelected Changed: 1/28/2025 3:18:35 PM, Old:ON, New:Choice 0
MCAReportSelected Changed: 1/28/2025 3:18:35 PM, Old:Choice 0, New:Choice 1
MCAReportSelected Changed: 1/28/2025 3:18:35 PM, Old:ON, New:Choice 0
Saved as C:\Users\ChemLab\Documents\CHEM542L\Polyenes\Spring 2025\test_run_2.BSW
End Method Modifications
<Current Wavelength> , 200.000
<SBW (nm)> , 2.00
<Energy> , 5754.40
<Slit Height> , Full

